id,area_type,price,total_sqft,location,size,availability,balcony,society,bath,YearBuilt,YearRemodAdd,MoSold,YrSold,MSSubClass,LotFrontage,1stFlrSF,2ndFlrSF,Gymnasium,SwimmingPool,ShoppingMall,SportsFacility,ATM,School,Hospital,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,KitchenAbvGr
136,Built-up  Area,3589000,966,Rajarhat,2 BHK,Ready To Move,1,NWAmes,2,1970,1970,5,2008,20,80,1682,0,9,9,9,9,9,9,9,0,0,1304,1304,1682,0,0,1682,1
137,Super built-up  Area,3772000,970,Rajarhat,2 BHK,18-Aug,0,NAmes,2,1967,1967,7,2007,20,NA,1214,0,9,9,9,9,9,9,9,695,0,519,1214,1214,0,0,1214,1
138,Super built-up  Area,5125000,920,Rajarhat,2 BHK,19-Mar,1,Mitchel,2,1988,1989,7,2006,90,82,1959,0,9,9,9,9,9,9,9,0,0,1907,1907,1959,0,0,1959,2
139,Super built-up  Area,4469000,1250,Rajarhat,3 BHK,18-May,1,CollgCr,3,1999,2000,12,2008,60,73,1004,848,9,9,9,9,9,9,9,668,0,336,1004,1004,848,0,1852,1
140,Super built-up  Area,4346000,1090,Rajarhat,3 BHK,19-Jan,1,CollgCr,2,1997,1997,8,2009,60,65,928,836,9,9,9,9,9,9,9,821,0,107,928,928,836,0,1764,1
141,Built-up  Area,2384000,1060,Rajarhat,8 Bedroom,Ready To Move,1,NAmes,2,1971,1971,4,2010,20,70,864,0,9,9,9,9,9,9,9,432,0,432,864,864,0,0,864,1
142,Super built-up  Area,2467000,883,Narendrapur,5 BHK,19-Dec,1,CollgCr,1,2005,2005,1,2006,20,78,1734,0,9,9,9,9,9,9,9,1300,0,434,1734,1734,0,0,1734,1
143,Super built-up  Area,2290000,914,Narendrapur,3 BHK,Ready To Move,1,NAmes,2,1952,1952,6,2010,50,71,910,475,9,9,9,9,9,9,9,507,0,403,910,910,475,0,1385,1
144,Super built-up  Area,5800000,935,Rajarhat,2 BHK,Ready To Move,1,CollgCr,2,1999,1999,6,2009,20,78,1501,0,9,9,9,9,9,9,9,679,0,811,1490,1501,0,0,1501,1
145,Super built-up  Area,3579000,1250,New Town,2 BHK,17-Jul,1,Sawyer,2,1963,1963,11,2006,90,70,1728,0,9,9,9,9,9,9,9,1332,0,396,1728,1728,0,0,1728,2
146,Super built-up  Area,2781000,1122,Joka,7 BHK,Ready To Move,0,Edwards,2,2004,2006,4,2006,160,24,970,739,9,9,9,9,9,9,9,0,0,970,970,970,739,0,1709,1
147,Super built-up  Area,2644000,872,Joka,3 BHK,Ready To Move,0,BrkSide,2,1931,1993,11,2009,30,51,875,0,9,9,9,9,9,9,9,209,0,506,715,875,0,0,875,1
148,Super built-up  Area,2756000,829,Joka,2 BHK,Ready To Move,0,Gilbert,1,2001,2001,5,2010,60,NA,884,1151,9,9,9,9,9,9,9,0,0,884,884,884,1151,0,2035,1
149,Super built-up  Area,3853000,864,Joka,3 BHK,Ready To Move,0,SawyerW,2,2004,2005,4,2008,20,63,1080,0,9,9,9,9,9,9,9,680,0,400,1080,1080,0,0,1080,1
150,Plot  Area,3636000,1208,Joka,6 Bedroom,Ready To Move,0,BrkSide,1,1936,1950,4,2006,50,NA,896,448,9,9,9,9,9,9,9,0,0,896,896,896,448,0,1344,1
151,Super built-up  Area,2615000,1140,Joka,3 BHK,19-Apr,0,CollgCr,1,1975,1975,1,2007,20,120,969,0,9,9,9,9,9,9,9,716,0,253,969,969,0,0,969,1
152,Super built-up  Area,2717000,820,Joka,2 BHK,Ready To Move,0,NridgHt,1,2007,2008,1,2008,20,107,1710,0,9,9,9,9,9,9,9,1400,0,310,1710,1710,0,0,1710,1
153,Super built-up  Area,3802000,852,Joka,3 BHK,18-May,0,NWAmes,2,1971,1971,6,2006,60,NA,1097,896,9,9,9,9,9,9,9,416,0,409,825,1097,896,0,1993,1
154,Super built-up  Area,2800000,1192,Joka,3 BHK,Ready To Move,1,ClearCr,2,1960,1975,3,2008,20,NA,1252,0,9,9,9,9,9,9,9,429,1080,93,1602,1252,0,0,1252,1
155,Super built-up  Area,2596000,878,Joka,2 BHK,Ready To Move,1,OldTown,1,1923,1950,3,2006,30,84,1200,0,9,9,9,9,9,9,9,0,0,1200,1200,1200,0,0,1200,1
156,Super built-up  Area,2807000,814,Joka,2 BHK,18-Jul,1,Edwards,1,1924,1950,4,2008,50,60,572,524,9,9,9,9,9,9,9,0,0,572,572,572,524,0,1096,1
157,Super built-up  Area,2187000,880,Joka,2 BHK,Ready To Move,1,NAmes,1,1950,1950,6,2006,20,60,1040,0,9,9,9,9,9,9,9,0,0,0,0,1040,0,0,1040,1
158,Super built-up  Area,2800000,750,Chkravarti Para,3 BHK,Ready To Move,1,Timber,1,2009,2010,5,2010,60,92,774,1194,9,9,9,9,9,9,9,0,0,774,774,774,1194,0,1968,1
159,Super built-up  Area,11000000,1100,Barrackpore,3 BHK,Ready To Move,1,Somerst,2,2004,2005,5,2010,60,100,991,956,9,9,9,9,9,9,9,222,0,769,991,991,956,0,1947,1
160,Plot  Area,8528000,1285,Tangra,4 Bedroom,Ready To Move,1,Gilbert,2,2005,2006,3,2006,60,134,1392,1070,9,9,9,9,9,9,9,57,0,1335,1392,1392,1070,0,2462,1
161,Built-up  Area,9754000,972,Tangra,3 BHK,Ready To Move,1,Veenker,2,1984,1984,6,2008,20,NA,1232,0,9,9,9,9,9,9,9,660,0,572,1232,1232,0,0,1232,1
162,Super built-up  Area,5300000,1091,Tangra,2 BHK,18-May,1,NridgHt,2,2003,2004,3,2008,60,110,1572,1096,9,9,9,9,9,9,9,1016,0,556,1572,1572,1096,0,2668,1
163,Super built-up  Area,2800000,1200,Rajarhat,3 BHK,Ready To Move,1,NridgHt,2,2005,2005,5,2010,20,95,1541,0,9,9,9,9,9,9,9,1201,0,340,1541,1541,0,0,1541,1
164,Built-up  Area,3124000,1100,Barrackpore,4 Bedroom,Ready To Move,1,OldTown,2,1956,1956,4,2007,45,55,882,0,9,9,9,9,9,9,9,0,0,882,882,882,0,0,882,1
165,Super built-up  Area,2268000,1116,Rajarhat,3 BHK,Ready To Move,1,OldTown,1,1926,2004,10,2007,40,40,1149,467,9,9,9,9,9,9,9,370,0,779,1149,1149,467,0,1616,1
166,Super built-up  Area,3297999,810,Rajarhat,2 BHK,18-Dec,1,Edwards,2,1940,1999,9,2008,190,62,808,547,9,9,9,9,9,9,9,351,181,112,644,808,547,0,1355,2
167,Super built-up  Area,3526000,1016,Sonarpur,3 BHK,Ready To Move,1,ClearCr,2,1955,1993,11,2009,20,NA,1867,0,9,9,9,9,9,9,9,379,768,470,1617,1867,0,0,1867,1
168,Super built-up  Area,3556000,1092,Sonarpur,3 BHK,Ready To Move,1,NridgHt,1,2007,2007,11,2007,60,86,1610,551,9,9,9,9,9,9,9,1288,0,294,1582,1610,551,0,2161,1
169,Built-up  Area,3396000,1046,Sonarpur,2 BHK,Ready To Move,1,Gilbert,1,2004,2004,5,2007,60,62,840,880,9,9,9,9,9,9,9,0,0,840,840,840,880,0,1720,1
170,Built-up  Area,4039000,999,Sonarpur,3 BHK,Ready To Move,1,Timber,2,1981,1981,1,2006,20,NA,1707,0,9,9,9,9,9,9,9,0,0,1686,1686,1707,0,0,1707,1
171,Super built-up  Area,4035000,1188,Sonarpur,6 BHK,Ready To Move,1,OldTown,2,1941,1950,5,2007,50,NA,854,0,9,9,9,9,9,9,9,360,0,360,720,854,0,528,1382,1
172,Super built-up  Area,3189000,1187,Sonarpur,1 BHK,Ready To Move,1,NAmes,1,1960,1960,5,2010,20,141,1656,0,9,9,9,9,9,9,9,639,0,441,1080,1656,0,0,1656,1
173,Super built-up  Area,3185000,938,Sonarpur,2 BHK,18-Apr,1,StoneBr,1,1987,1987,6,2006,160,44,1064,703,9,9,9,9,9,9,9,495,215,354,1064,1064,703,0,1767,1
174,Super built-up  Area,4624000,937,Sonarpur,3 BHK,Ready To Move,1,NAmes,2,1961,1961,6,2008,20,80,1362,0,9,9,9,9,9,9,9,288,374,700,1362,1362,0,0,1362,1
175,Super built-up  Area,3964000,1360,Sonarpur,3 BHK,Ready To Move,1,Timber,1,1986,1986,11,2008,20,47,1651,0,9,9,9,9,9,9,9,1398,208,0,1606,1651,0,0,1651,1
176,Plot  Area,3957000,1166,Sonarpur,3 Bedroom,Ready To Move,1,Edwards,2,1950,2001,6,2007,20,84,2158,0,9,9,9,9,9,9,9,477,0,725,1202,2158,0,0,2158,1
177,Plot  Area,3971000,1164,Sonarpur,5 Bedroom,Ready To Move,1,ClearCr,2,1988,1989,9,2007,60,97,1164,896,9,9,9,9,9,9,9,831,0,320,1151,1164,896,0,2060,1
178,Plot  Area,3240000,1168,Sonarpur,1 Bedroom,Ready To Move,1,Sawyer,2,1958,1958,7,2006,50,NA,1252,668,9,9,9,9,9,9,9,57,441,554,1052,1252,668,0,1920,1
179,Super built-up  Area,3872000,953,Sonarpur,1 BHK,Ready To Move,1,StoneBr,2,2008,2009,7,2009,20,63,2234,0,9,9,9,9,9,9,9,1904,0,312,2216,2234,0,0,2234,1
180,Built-up  Area,3233000,1139,Sonarpur,2 BHK,Ready To Move,1,OldTown,2,1923,2006,7,2007,30,60,968,0,9,9,9,9,9,9,9,0,0,968,968,968,0,0,968,1
181,Super built-up  Area,4114000,951,Sonarpur,2 BHK,Ready To Move,1,Somerst,1,2000,2000,6,2007,160,NA,769,756,9,9,9,9,9,9,9,436,0,320,756,769,756,0,1525,1
182,Super built-up  Area,4348000,1210,Sonarpur,3 BHK,Ready To Move,1,Crawfor,2,1920,1950,7,2006,70,54,901,901,9,9,9,9,9,9,9,352,0,441,793,901,901,0,1802,1
183,Super built-up  Area,4590000,1279,Sonarpur,3 BHK,Ready To Move,1,Edwards,1,1957,2006,6,2007,20,60,1340,0,9,9,9,9,9,9,9,0,0,0,0,1340,0,0,1340,1
184,Super built-up  Area,4270000,1350,Sonarpur,3 BHK,21-Jun,1,OldTown,1,2003,2003,6,2008,50,63,1362,720,9,9,9,9,9,9,9,0,0,1362,1362,1362,720,0,2082,1
185,Super built-up  Area,4059000,1256,Sonarpur,2 BHK,Ready To Move,1,BrkSide,2,1908,1991,6,2006,50,92,936,316,9,9,9,9,9,9,9,0,0,504,504,936,316,0,1252,1
186,Plot  Area,3865000,1194,Sonarpur,3 Bedroom,Ready To Move,1,OldTown,1,1892,1993,6,2006,75,90,1518,1518,9,9,9,9,9,9,9,0,0,1107,1107,1518,1518,572,3608,1
187,Super built-up  Area,4629000,1137,Sonarpur,2 BHK,Ready To Move,1,Mitchel,2,1990,1991,6,2009,80,NA,1217,0,9,9,9,9,9,9,9,611,0,577,1188,1217,0,0,1217,1
188,Built-up  Area,4560000,1342,Madhyamgram,2 BHK,Ready To Move,1,OldTown,2,1916,1987,8,2009,50,60,808,704,9,9,9,9,9,9,9,0,0,660,660,808,704,144,1656,1
189,Super built-up  Area,4560000,1322,Madhyamgram,2 BHK,Ready To Move,1,SawyerW,2,1979,1979,6,2009,90,64,1224,0,9,9,9,9,9,9,9,1086,0,0,1086,1224,0,0,1224,2
190,Super built-up  Area,3256000,1322,Madhyamgram,2 BHK,Ready To Move,1,StoneBr,0,2001,2002,8,2008,120,41,1593,0,9,9,9,9,9,9,9,1153,0,440,1593,1593,0,0,1593,1
191,Built-up  Area,3256000,944,Madhyamgram,4 Bedroom,18-Dec,1,Crawfor,1,1932,1994,12,2007,70,70,1549,1178,9,9,9,9,9,9,9,297,0,556,853,1549,1178,0,2727,1
192,Super built-up  Area,15600000,944,Madhyamgram,3 BHK,Ready To Move,1,NAmes,2,1972,2004,6,2007,60,NA,725,754,9,9,9,9,9,9,9,626,0,99,725,725,754,0,1479,1
193,Plot  Area,7100000,2520,Dum Dum,4 Bedroom,Ready To Move,1,CollgCr,1,1999,1999,9,2009,20,68,1431,0,9,9,9,9,9,9,9,560,0,871,1431,1431,0,0,1431,1
194,Plot  Area,11800000,1150,Dum Dum,7 Bedroom,Ready To Move,1,Edwards,2,2004,2004,5,2006,160,24,970,739,9,9,9,9,9,9,9,0,0,970,970,970,739,0,1709,1
195,Super built-up  Area,9300000,1920,Dum Dum,2 BHK,Ready To Move,1,CollgCr,2,1972,1972,5,2008,20,60,864,0,9,9,9,9,9,9,9,390,0,474,864,864,0,0,864,1
196,Super built-up  Area,10400000,1562,Dum Dum,2 BHK,Ready To Move,1,NPkVill,1,1976,1976,7,2009,160,24,855,601,9,9,9,9,9,9,9,566,0,289,855,855,601,0,1456,1
197,Super built-up  Area,7936000,1760,Dum Dum,2 BHK,Ready To Move,1,Somerst,2,2007,2007,9,2007,20,79,1726,0,9,9,9,9,9,9,9,1126,0,600,1726,1726,0,0,1726,1
198,Built-up  Area,4084000,1310,Dum Dum,3 Bedroom,Ready To Move,1,NAmes,2,1918,1990,3,2006,75,174,1360,1360,9,9,9,9,9,9,9,1036,184,140,1360,1360,1360,392,3112,1
199,Super built-up  Area,3324000,1123,New Town,3 BHK,Ready To Move,1,OldTown,2,1912,1950,7,2009,75,92,929,929,9,9,9,9,9,9,9,0,0,755,755,929,929,371,2229,1
200,Super built-up  Area,4698000,881,New Town,2 BHK,Ready To Move,1,NridgHt,1,2004,2005,1,2009,20,76,1713,0,9,9,9,9,9,9,9,1088,0,625,1713,1713,0,0,1713,1
201,Super built-up  Area,4100000,1044,New Town,2 BHK,Ready To Move,1,Edwards,2,2003,2004,3,2010,20,80,1121,0,9,9,9,9,9,9,9,0,0,1121,1121,1121,0,0,1121,1
202,Super built-up  Area,3220000,925,New Town,3 BHK,Ready To Move,1,Mitchel,2,1977,1977,2,2008,20,75,1279,0,9,9,9,9,9,9,9,641,279,276,1196,1279,0,0,1279,1
203,Built-up  Area,4658000,1150,Rajarhat,2 BHK,Ready To Move,1,OldTown,2,1924,1950,5,2006,50,50,865,445,9,9,9,9,9,9,9,617,0,0,617,865,445,0,1310,1
204,Super built-up  Area,5000000,1210,Rajarhat,2 BHK,Ready To Move,1,CollgCr,2,2004,2004,1,2008,120,NA,848,0,9,9,9,9,9,9,9,662,0,186,848,848,0,0,848,1
205,Built-up  Area,2985000,1301,Rajarhat,3 BHK,Ready To Move,1,OldTown,1,1947,1950,4,2009,50,50,720,564,9,9,9,9,9,9,9,312,0,408,720,720,564,0,1284,1
206,Super built-up  Area,4100000,933,Rajarhat,3 BHK,Ready To Move,1,Gilbert,1,1990,1990,5,2009,20,99,1442,0,9,9,9,9,9,9,9,0,0,1424,1424,1442,0,0,1442,1
207,Super built-up  Area,3593000,1066,Rajarhat,3 BHK,Ready To Move,1,Sawyer,2,1962,1962,3,2007,20,40,1696,0,9,9,9,9,9,9,9,0,0,1140,1140,1696,0,0,1696,1
208,Super built-up  Area,5161000,1123,Rajarhat,2 BHK,Ready To Move,1,NAmes,1,1960,1960,4,2008,20,NA,1100,0,9,9,9,9,9,9,9,419,306,375,1100,1100,0,0,1100,1
209,Built-up  Area,2325000,1147,Tollygunge,2 BHK,Ready To Move,1,SawyerW,1,1988,1989,4,2007,60,NA,1180,882,9,9,9,9,9,9,9,1065,0,92,1157,1180,882,0,2062,1
210,Plot  Area,4365000,465,Ultadanga,4 Bedroom,Ready To Move,1,NAmes,2,1964,1964,7,2008,20,75,1092,0,9,9,9,9,9,9,9,787,0,305,1092,1092,0,0,1092,1
211,Super built-up  Area,6570000,970,Lake Town,4 BHK,20-May,1,Edwards,1,1925,1950,4,2008,30,67,864,0,9,9,9,9,9,9,9,468,0,396,864,864,0,0,864,1
212,Super built-up  Area,4167000,1460,Lake Town,3 BHK,Ready To Move,1,Edwards,1,2009,2009,3,2010,20,83,1212,0,9,9,9,9,9,9,9,36,0,1176,1212,1212,0,0,1212,1
213,Built-up  Area,4950000,926,Lake Town,3 BHK,18-Jun,1,Somerst,2,2009,2009,7,2009,60,72,932,920,9,9,9,9,9,9,9,822,0,78,900,932,920,0,1852,1
214,Super built-up  Area,17800000,1100,Lake Town,3 BHK,Ready To Move,1,CollgCr,2,1995,1995,7,2006,20,43,990,0,9,9,9,9,9,9,9,716,0,274,990,990,0,0,990,1
215,Super built-up  Area,17500000,1978,Madurdaha Hussainpur,3 BHK,Ready To Move,1,CollgCr,1,1977,1977,3,2010,60,NA,689,703,9,9,9,9,9,9,9,378,0,311,689,689,703,0,1392,1
216,Super built-up  Area,9359000,1954,Madurdaha Hussainpur,2 BHK,Ready To Move,1,NAmes,1,1957,1996,5,2006,20,72,1236,0,9,9,9,9,9,9,9,360,0,710,1070,1236,0,0,1236,1
217,Built-up  Area,8295000,1304,New Alipore,6 Bedroom,Ready To Move,1,CollgCr,1,2004,2004,4,2008,20,65,1436,0,9,9,9,9,9,9,9,946,0,490,1436,1436,0,0,1436,1
218,Super built-up  Area,46800000,1185,New Alipore,1 BHK,Ready To Move,1,OldTown,2,1925,1950,9,2006,70,57,810,518,9,9,9,9,9,9,9,0,0,686,686,810,518,0,1328,1
219,Super built-up  Area,31700000,5205,Madurdaha Hussainpur,3 BHK,Ready To Move,1,Crawfor,1,1939,2006,5,2008,50,NA,1137,817,9,9,9,9,9,9,9,341,0,457,798,1137,817,0,1954,1
220,Super built-up  Area,16500000,3528,Madurdaha Hussainpur,3 BHK,18-Dec,1,Blmngtn,1,2005,2006,3,2006,120,43,1248,0,9,9,9,9,9,9,9,16,0,1232,1248,1248,0,0,1248,1
221,Super built-up  Area,47800000,1833,Madurdaha Hussainpur,3 BHK,Ready To Move,1,CollgCr,2,2006,2006,4,2006,20,73,1498,0,9,9,9,9,9,9,9,0,0,1498,1498,1498,0,0,1498,1
222,Super built-up  Area,25800000,5318,Madurdaha Hussainpur,3 BHK,Ready To Move,1,Gilbert,2,2002,2002,12,2009,60,NA,1010,1257,9,9,9,9,9,9,9,0,0,1010,1010,1010,1257,0,2267,1
223,Built-up  Area,8600000,2867,Madurdaha Hussainpur,4 BHK,Ready To Move,1,NWAmes,2,1975,1975,2,2006,60,85,811,741,9,9,9,9,9,9,9,550,0,163,713,811,741,0,1552,1
224,Super built-up  Area,9500000,2185,New Town,2 BHK,19-Mar,1,NAmes,2,1971,1971,3,2009,20,70,864,0,9,9,9,9,9,9,9,524,180,160,864,864,0,0,864,1
225,Super built-up  Area,8800000,2052,New Town,3 BHK,19-Dec,1,NridgHt,1,2003,2003,6,2009,20,103,2392,0,9,9,9,9,9,9,9,56,0,2336,2392,2392,0,0,2392,1
226,Super built-up  Area,10500000,1663,New Town,3 BHK,Ready To Move,1,BrDale,2,1971,1971,5,2009,160,21,630,672,9,9,9,9,9,9,9,0,0,630,630,630,672,0,1302,1
227,Built-up  Area,3990999,1909,New Town,2 BHK,Ready To Move,1,NoRidge,2,1995,1995,6,2007,60,82,1214,1306,9,9,9,9,9,9,9,565,0,638,1203,1214,1306,0,2520,1
228,Plot  Area,3990999,1174,Sonarpur,2 Bedroom,Ready To Move,1,BrDale,2,1970,1970,9,2008,160,21,483,504,9,9,9,9,9,9,9,321,0,162,483,483,504,0,987,1
229,Super built-up  Area,3556000,1174,Sonarpur,3 BHK,Ready To Move,1,Sawyer,1,1967,1967,5,2010,20,70,912,0,9,9,9,9,9,9,9,842,0,70,912,912,0,0,912,1
230,Super built-up  Area,3556000,1046,Sonarpur,2 BHK,19-Aug,1,Blmngtn,1,2005,2006,5,2009,120,43,1555,0,9,9,9,9,9,9,9,16,0,1357,1373,1555,0,0,1555,1
231,Super built-up  Area,3396000,1046,Sonarpur,2 BHK,Ready To Move,1,NAmes,2,1959,1959,4,2010,20,73,1194,0,9,9,9,9,9,9,9,0,0,1194,1194,1194,0,0,1194,1
232,Super built-up  Area,3396000,999,Sonarpur,2 BHK,Ready To Move,1,NoRidge,1,1995,1996,7,2009,60,174,1490,1304,9,9,9,9,9,9,9,689,0,773,1462,1490,1304,0,2794,1
233,Super built-up  Area,4039000,999,Sonarpur,2 BHK,Ready To Move,1,BrDale,2,1972,1972,6,2006,160,21,483,504,9,9,9,9,9,9,9,0,0,483,483,483,504,0,987,1
234,Built-up  Area,4039000,1188,Sonarpur,2 BHK,Ready To Move,1,CollgCr,1,1976,1976,2,2010,20,75,894,0,9,9,9,9,9,9,9,182,712,0,894,894,0,0,894,1
235,Super built-up  Area,4035000,1188,Sonarpur,2 BHK,Ready To Move,1,Gilbert,1,2002,2002,5,2010,60,NA,860,1100,9,9,9,9,9,9,9,625,0,235,860,860,1100,0,1960,1
236,Super built-up  Area,4035000,1187,Sonarpur,3 BHK,Ready To Move,1,BrDale,2,1971,1971,8,2008,160,21,483,504,9,9,9,9,9,9,9,358,0,125,483,483,504,0,987,1
237,Super built-up  Area,3189000,1187,Sonarpur,2 BHK,18-Apr,1,CollgCr,1,2004,2004,5,2010,20,65,1414,0,9,9,9,9,9,9,9,24,0,1390,1414,1414,0,0,1414,1
238,Super built-up  Area,3189000,938,Sonarpur,3 BHK,21-Jun,1,SawyerW,2,1993,2003,2,2010,60,NA,1014,730,9,9,9,9,9,9,9,402,0,594,996,1014,730,0,1744,1
239,Built-up  Area,3185000,938,Sonarpur,5 Bedroom,Ready To Move,1,NridgHt,2,2007,2007,12,2007,20,93,1694,0,9,9,9,9,9,9,9,0,0,1694,1694,1694,0,0,1694,1
240,Built-up  Area,3185000,937,Sonarpur,2 BHK,Ready To Move,1,Edwards,2,1945,1950,4,2010,50,52,798,689,9,9,9,9,9,9,9,94,0,641,735,798,689,0,1487,1
241,Super built-up  Area,4624000,937,Sonarpur,1 BHK,18-Aug,1,Somerst,1,2008,2008,4,2010,20,75,1566,0,9,9,9,9,9,9,9,1078,0,488,1566,1566,0,0,1566,1
242,Plot  Area,4624000,1360,Sonarpur,8 Bedroom,Ready To Move,1,OldTown,2,1945,1997,8,2007,30,40,866,0,9,9,9,9,9,9,9,329,0,357,686,866,0,0,866,1
243,Super built-up  Area,3964000,1360,Sonarpur,1 BHK,18-Sep,1,OldTown,1,1900,1950,4,2006,50,63,889,551,9,9,9,9,9,9,9,0,0,540,540,889,551,0,1440,1
244,Super built-up  Area,3964000,1166,Sonarpur,3 BHK,Ready To Move,1,SawyerW,1,1980,1980,4,2009,160,75,626,591,9,9,9,9,9,9,9,0,0,626,626,626,591,0,1217,1
245,Super built-up  Area,3957000,1166,Sonarpur,2 BHK,Ready To Move,1,SawyerW,1,1994,2002,5,2010,60,NA,1222,888,9,9,9,9,9,9,9,695,0,253,948,1222,888,0,2110,1
246,Plot  Area,3957000,1164,Sonarpur,3 Bedroom,Ready To Move,1,NWAmes,2,1988,1988,6,2006,20,80,1872,0,9,9,9,9,9,9,9,929,0,916,1845,1872,0,0,1872,1
247,Super built-up  Area,3971000,1164,Sonarpur,2 BHK,Ready To Move,1,OldTown,2,1910,1950,4,2006,190,69,908,1020,9,9,9,9,9,9,9,0,0,1020,1020,908,1020,0,1928,2
248,Super built-up  Area,3971000,1168,Sonarpur,3 BHK,Ready To Move,1,NAmes,2,1954,1954,6,2006,20,75,1375,0,9,9,9,9,9,9,9,0,0,1367,1367,1375,0,0,1375,1
249,Plot  Area,3240000,1168,Sonarpur,3 Bedroom,17-May,1,CollgCr,1,2003,2003,9,2007,60,72,840,828,9,9,9,9,9,9,9,0,0,840,840,840,828,0,1668,1
250,Super built-up  Area,3240000,953,Sonarpur,3 BHK,Ready To Move,1,ClearCr,2,1958,2006,6,2007,50,NA,1444,700,9,9,9,9,9,9,9,697,0,747,1444,1444,700,0,2144,1
251,Super built-up  Area,3872000,953,Sonarpur,2 BHK,Ready To Move,1,BrkSide,2,1940,1966,5,2010,30,55,1306,0,9,9,9,9,9,9,9,0,0,728,728,1306,0,0,1306,1
252,Built-up  Area,3872000,1139,Sonarpur,2 BHK,Ready To Move,1,Crawfor,1,2006,2007,12,2007,120,44,1625,0,9,9,9,9,9,9,9,1573,0,0,1573,1625,0,0,1625,1
253,Super built-up  Area,3233000,1139,Sonarpur,2 BHK,Ready To Move,1,SawyerW,2,2004,2004,12,2008,60,65,798,842,9,9,9,9,9,9,9,0,0,798,798,798,842,0,1640,1
254,Super built-up  Area,3233000,951,Sonarpur,2 BHK,18-Jun,1,NAmes,2,1964,1991,10,2007,80,85,1302,0,9,9,9,9,9,9,9,270,580,452,1302,1302,0,0,1302,1
255,Built-up  Area,4114000,951,Sonarpur,2 Bedroom,Ready To Move,1,NAmes,2,1957,1957,6,2010,20,70,1314,0,9,9,9,9,9,9,9,922,0,392,1314,1314,0,0,1314,1
256,Plot  Area,4114000,1210,Sonarpur,4 Bedroom,Ready To Move,1,Gilbert,1,1999,1999,2,2006,60,66,1005,1286,9,9,9,9,9,9,9,0,0,975,975,1005,1286,0,2291,1
257,Built-up  Area,4348000,1210,Sonarpur,2 BHK,Ready To Move,1,Somerst,2,2003,2003,5,2008,60,64,864,864,9,9,9,9,9,9,9,503,0,361,864,864,864,0,1728,1
258,Super built-up  Area,4348000,1279,Sonarpur,2 BHK,17-Jun,1,CollgCr,2,2006,2006,3,2009,20,68,1604,0,9,9,9,9,9,9,9,1334,0,270,1604,1604,0,0,1604,1
259,Plot  Area,4590000,1279,Sonarpur,5 Bedroom,Ready To Move,1,CollgCr,2,2001,2001,5,2008,60,80,963,829,9,9,9,9,9,9,9,361,0,602,963,963,829,0,1792,1
260,Super built-up  Area,4590000,1350,Sonarpur,3 BHK,Ready To Move,1,OldTown,2,1956,1956,12,2008,20,70,882,0,9,9,9,9,9,9,9,0,0,0,0,882,0,0,882,1
261,Plot  Area,4270000,1350,Sonarpur,4 Bedroom,Ready To Move,1,NAmes,1,1962,1962,5,2009,80,120,1382,0,9,9,9,9,9,9,9,672,690,0,1362,1382,0,0,1382,1
262,Super built-up  Area,4270000,1256,Sonarpur,3 BHK,Ready To Move,1,CollgCr,1,2007,2007,11,2007,60,69,1482,1092,9,9,9,9,9,9,9,0,0,1482,1482,1482,1092,0,2574,1
263,Super built-up  Area,4059000,1256,Sonarpur,2 BHK,Ready To Move,1,Sawyer,2,1977,1995,7,2006,80,88,1212,0,9,9,9,9,9,9,9,506,0,0,506,1212,0,0,1212,1
264,Super built-up  Area,4059000,1194,Sonarpur,2 BHK,Ready To Move,1,OldTown,1,1929,2001,4,2010,50,50,926,0,9,9,9,9,9,9,9,234,692,0,926,926,0,390,1316,1
265,Super built-up  Area,3865000,1194,Sonarpur,2 BHK,Ready To Move,1,OldTown,1,1925,2004,6,2008,30,30,764,0,9,9,9,9,9,9,9,0,0,680,680,764,0,0,764,1
266,Built-up  Area,3865000,1137,Sonarpur,4 Bedroom,Ready To Move,1,NWAmes,1,1981,1981,6,2008,20,78,1422,0,9,9,9,9,9,9,9,588,228,606,1422,1422,0,0,1422,1
267,Super built-up  Area,27500000,1137,Sonarpur,3 BHK,Ready To Move,1,Gilbert,2,1997,1997,6,2006,60,70,802,709,9,9,9,9,9,9,9,714,0,88,802,802,709,0,1511,1
268,Super built-up  Area,57400000,1950,Bhawanipur,3 BHK,18-Oct,1,SWISU,2,1939,1997,7,2008,75,60,1052,720,9,9,9,9,9,9,9,378,0,342,720,1052,720,420,2192,1
269,Super built-up  Area,57400000,4995,Alipore,2 BHK,Ready To Move,1,IDOTRR,2,1940,1955,2,2008,30,71,778,0,9,9,9,9,9,9,9,403,125,212,740,778,0,0,778,1
270,Super built-up  Area,52000000,4995,Alipore,3 BHK,Ready To Move,1,Edwards,1,1976,1976,5,2007,20,NA,1113,0,9,9,9,9,9,9,9,751,0,392,1143,1113,0,0,1113,1
271,Super built-up  Area,8500000,5318,Mukundapur,2 BHK,Ready To Move,1,Somerst,1,2006,2006,8,2006,60,84,1095,844,9,9,9,9,9,9,9,0,0,1095,1095,1095,844,0,1939,1
